Name,Sex,NOC,Year,Sport,Event,Medal,GDP,Population
Ioannis Malokinis,M,GRE,1896,Swimming,Swimming Men's 100 metres Freestyle For Sailors,Gold,N/A,N/A
Julius Carl Fritz Manteuffel,M,GER,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",Gold,N/A,N/A
Julius Carl Fritz Manteuffel,M,GER,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",Gold,N/A,N/A
Paul Michel Pierre Adrien Masson (-Nossam),M,FRA,1896,Cycling,Cycling Men's Sprint,Gold,N/A,N/A
Paul Michel Pierre Adrien Masson (-Nossam),M,FRA,1896,Cycling,Cycling Men's 333 metres Time Trial,Gold,N/A,N/A
Paul Michel Pierre Adrien Masson (-Nossam),M,FRA,1896,Cycling,"Cycling Men's 10,000 metres",Gold,N/A,N/A
Ioannis Mitropoulos,M,GRE,1896,Gymnastics,Gymnastics Men's Rings,Gold,N/A,N/A
Karl Neukirch,M,GER,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",Gold,N/A,N/A
Karl Neukirch,M,GER,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",Gold,N/A,N/A
Paul Neumann (-Newman),M,AUT,1896,Swimming,Swimming Men's 500 metres Freestyle,Gold,N/A,N/A
Georgios D. Orfanidis,M,GRE,1896,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Gold,N/A,N/A
John Bryant Paine,M,USA,1896,Shooting,"Shooting Men's Military Pistol, 25 metres",Gold,N/A,N/A
Sumner Paine,M,USA,1896,Shooting,"Shooting Men's Free Pistol, 30 metres",Gold,N/A,N/A
"Leonidas ""Leon"" Pyrgos",M,GRE,1896,Fencing,"Fencing Men's Foil, Masters, Individual",Gold,N/A,N/A
Richard Rstel,M,GER,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",Gold,N/A,N/A
Richard Rstel,M,GER,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",Gold,N/A,N/A
Felix Adolf Schmal,M,AUT,1896,Cycling,Cycling Men's 12-Hours Race,Gold,N/A,N/A
Fritz Richard Gustav Schuft,M,GER,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",Gold,N/A,N/A
Fritz Richard Gustav Schuft,M,GER,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",Gold,N/A,N/A
Carl Schuhmann,M,GER,1896,Gymnastics,Gymnastics Men's Horse Vault,Gold,N/A,N/A
Carl Schuhmann,M,GER,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",Gold,N/A,N/A
Carl Schuhmann,M,GER,1896,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman",Gold,N/A,N/A
Carl Schuhmann,M,GER,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",Gold,N/A,N/A
"Friedrich Adolf ""Fritz"" Traun",M,GER,1896,Tennis,Tennis Men's Doubles,Gold,N/A,N/A
Hermann Otto Ludwig Weingrtner,M,GER,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",Gold,N/A,N/A
Hermann Otto Ludwig Weingrtner,M,GER,1896,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,N/A,N/A
Hermann Otto Ludwig Weingrtner,M,GER,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",Gold,N/A,N/A
"Jules Alexis ""Louis"" Zutter",M,SUI,1896,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,N/A,N/A
Edgar Lindenau Aabye,M,DEN,1900,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold,N/A,N/A
Margaret Ives Abbott (-Dunne),F,USA,1900,Golf,Golf Women's Individual,Gold,N/A,N/A
"Louis Grenville ""Lou"" Abell",M,USA,1900,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
Vladimir Atoff,M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
A. Albert,M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
Louis Albert Auguste-Dormeuil (Dormeuil-),M,FRA,1900,Sailing,Sailing Mixed 0.5-1 Ton,Gold,N/A,N/A
Gaston Achille Louis Aumoitte,M,FRA,1900,Croquet,"Croquet Mixed Singles, One Ball",Gold,N/A,N/A
Gaston Achille Louis Aumoitte,M,FRA,1900,Croquet,Croquet Mixed Doubles,Gold,N/A,N/A
Albert Jean Louis Ayat,M,FRA,1900,Fencing,"Fencing Men's epee, Masters, Individual",Gold,N/A,N/A
Albert Jean Louis Ayat,M,FRA,1900,Fencing,"Fencing Men's epee, Masters and Amateurs, Individual",Gold,N/A,N/A
Hermann Joseph Barrelet,M,FRA,1900,Rowing,Rowing Men's Single Sculls,Gold,N/A,N/A
Louis Bastien,M,FRA,1900,Cycling,Cycling Men's 25 kilometres,Gold,N/A,N/A
Rudolf (-Rezs) Bauer,M,HUN,1900,Athletics,Athletics Men's Discus Throw,Gold,N/A,N/A
"Irving Knott ""Irv"" Baxter",M,USA,1900,Athletics,Athletics Men's High Jump,Gold,N/A,N/A
"Irving Knott ""Irv"" Baxter",M,USA,1900,Athletics,Athletics Men's Pole Vault,Gold,N/A,N/A
Charles Beachey Beachcroft (Kay-),M,GBR,1900,Cricket,Cricket Men's Cricket,Gold,N/A,N/A
Charles Bennett,M,GBR,1900,Athletics,"Athletics Men's 1,500 metres",Gold,N/A,N/A
Charles Bennett,M,GBR,1900,Athletics,"Athletics Men's 5,000 metres, Team",Gold,N/A,N/A
John Graham Hope de la Poer Beresford,M,GBR,1900,Polo,Polo Men's Polo,Gold,N/A,N/A
Franois Alexandre mile Billard,M,FRA,1900,Sailing,Sailing Mixed 10-20 Ton,Gold,N/A,N/A
Lon Binoche,M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
Arthur Ernest Burrington Birkett,M,GBR,1900,Cricket,Cricket Men's Cricket,Gold,N/A,N/A
Gaston Frdric Blanchy,M,FRA,1900,Sailing,Sailing Mixed 2-3 Ton,Gold,N/A,N/A
Gaston Frdric Blanchy,M,FRA,1900,Sailing,Sailing Mixed 2-3 Ton,Gold,N/A,N/A
Franz Bckli,M,SUI,1900,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold,N/A,N/A
Jules Henri Bouckaert,M,FRA,1900,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
Alfred James Bowerman,M,GBR,1900,Cricket,Cricket Men's Cricket,Gold,N/A,N/A
Franois Antoine Brandt,M,NED,1900,Rowing,Rowing Men's Coxed Pairs,Gold,N/A,N/A
Hermanus Gerardus Brockmann,M,NED,1900,Rowing,Rowing Men's Coxed Pairs,Gold,N/A,N/A
"Ernesto Mario ""Enrico"" Brusoni",M,ITA,1900,Cycling,Cycling Men's Points Race,Gold,N/A,N/A
Claude Percival Buckenham,M,GBR,1900,Football,Football Men's Football,Gold,N/A,N/A
George John Buckley,M,GBR,1900,Cricket,Cricket Men's Cricket,Gold,N/A,N/A
Francis Romulus Burchell,M,GBR,1900,Cricket,Cricket Men's Cricket,Gold,N/A,N/A
Tom Eustace Burridge,M,GBR,1900,Football,Football Men's Football,Gold,N/A,N/A
"William John ""Bill"" Carr",M,USA,1900,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
Jean Baptiste Albert Joseph Cau,M,FRA,1900,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
Alfred Ernest Chalk,M,GBR,1900,Football,Football Men's Football,Gold,N/A,N/A
Charlot,M,FRA,1900,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
Frederick William Christian,M,GBR,1900,Cricket,Cricket Men's Cricket,Gold,N/A,N/A
Thomas Coe,M,GBR,1900,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
Jean Collas,M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
Antonio Conte,M,ITA,1900,Fencing,"Fencing Men's Sabre, Masters, Individual",Gold,N/A,N/A
Charlotte Reinagle Cooper (-Sterry),F,GBR,1900,Tennis,Tennis Women's Singles,Gold,N/A,N/A
Charlotte Reinagle Cooper (-Sterry),F,GBR,1900,Tennis,Tennis Mixed Doubles,Gold,N/A,N/A
Harry Richard Corner,M,GBR,1900,Cricket,Cricket Men's Cricket,Gold,N/A,N/A
mile Louis Franois Dsir Coste,M,FRA,1900,Fencing,"Fencing Men's Foil, Individual",Gold,N/A,N/A
Robert Arnold Crawshaw,M,GBR,1900,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
Frederick William Cuming,M,GBR,1900,Cricket,Cricket Men's Cricket,Gold,N/A,N/A
Lorne Campbell Currie,M,GBR,1900,Sailing,Sailing Mixed Open,Gold,N/A,N/A
Lorne Campbell Currie,M,GBR,1900,Sailing,Sailing Mixed 0.5-1 Ton,Gold,N/A,N/A
Denis St. George Daly,M,GBR,1900,Polo,Polo Men's Polo,Gold,N/A,N/A
Jos de Amzola y Aspiza,M,ESP,1900,Basque Pelota,Basque Pelota Men's Two-Man Teams With Cesta,Gold,N/A,N/A
mile Roger de Thomas de Barbarin,M,FRA,1900,Shooting,Shooting Men's Trap,Gold,N/A,N/A
Louis Verrant Gabriel Le Bailly de la Falaise,M,FRA,1900,Fencing,"Fencing Men's Sabre, Individual",Gold,N/A,N/A
Bernard Alexandre Georges Edmond de Pourtals,M,SUI,1900,Sailing,Sailing Mixed 1-2 Ton,Gold,N/A,N/A
Hlne de Pourtals (Barbey-),F,SUI,1900,Sailing,Sailing Mixed 1-2 Ton,Gold,N/A,N/A
Hermann Alexandre de Pourtals,M,SUI,1900,Sailing,Sailing Mixed 1-2 Ton,Gold,N/A,N/A
Harry Leopold DeBaecke,M,USA,1900,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
mile Henri Delchambre,M,FRA,1900,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
Charles Devendeville,M,FRA,1900,Swimming,Swimming Men's Underwater Swimming,Gold,N/A,N/A
"Hugh Lawrence ""Laurie"" Doherty",M,GBR,1900,Tennis,Tennis Men's Singles,Gold,N/A,N/A
"Hugh Lawrence ""Laurie"" Doherty",M,GBR,1900,Tennis,Tennis Men's Doubles,Gold,N/A,N/A
"Reginald Frank ""Reggie"" Doherty",M,GBR,1900,Tennis,Tennis Mixed Doubles,Gold,N/A,N/A
"Reginald Frank ""Reggie"" Doherty",M,GBR,1900,Tennis,Tennis Men's Doubles,Gold,N/A,N/A
William Stephens Donne,M,GBR,1900,Cricket,Cricket Men's Cricket,Gold,N/A,N/A
"Raymond Clarence ""Ray"" Ewry",M,USA,1900,Athletics,Athletics Men's Standing High Jump,Gold,N/A,N/A
"Raymond Clarence ""Ray"" Ewry",M,USA,1900,Athletics,Athletics Men's Standing Long Jump,Gold,N/A,N/A
"Raymond Clarence ""Ray"" Ewry",M,USA,1900,Athletics,Athletics Men's Standing Triple Jump,Gold,N/A,N/A
"John Onins Exley, Jr.",M,USA,1900,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
William Edgar Exshaw,M,GBR,1900,Sailing,Sailing Mixed 2-3 Ton,Gold,N/A,N/A
William Edgar Exshaw,M,GBR,1900,Sailing,Sailing Mixed 2-3 Ton,Gold,N/A,N/A
John Joseph Flanagan,M,USA,1900,Athletics,Athletics Men's Hammer Throw,Gold,N/A,N/A
Ramn Fonst Segundo,M,CUB,1900,Fencing,"Fencing Men's epee, Individual",Gold,N/A,N/A
Emmanuel Foulon,M,BEL,1900,Archery,Archery Men's Sur La Perche a La Herse,Gold,N/A,N/A
Dominique Maximien Gardres,M,FRA,1900,Equestrianism,Equestrianism Mixed High Jump,Gold,N/A,N/A
"Henry Jean Guy ""Jean-Guy"" Gautier",M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
John Francis Geiger,M,USA,1900,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
Pierre Gervais,M,FRA,1900,Sailing,Sailing Mixed 0-0.5 Ton,Gold,N/A,N/A
Henri Joseph Marcel Gilardoni,M,FRA,1900,Sailing,Sailing Mixed 3-10 Ton,Gold,N/A,N/A
Auguste Paul Almire Giroux,M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
Charles Marius Duma Adolphe Gondouin,M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
Carl Heinrich Goler,M,GER,1900,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
Gustav Ludwig Goler,M,GER,1900,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
"Carl Oscar Goler, II",M,GER,1900,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
William Sullivan Gosling,M,GBR,1900,Football,Football Men's Football,Gold,N/A,N/A
"John Gretton, Jr.",M,GBR,1900,Sailing,Sailing Mixed Open,Gold,N/A,N/A
"John Gretton, Jr.",M,GBR,1900,Sailing,Sailing Mixed 0.5-1 Ton,Gold,N/A,N/A
mile Grumiaux,M,FRA,1900,Archery,Archery Men's Sur La Perche a La Pyramide,Gold,N/A,N/A
Alfred Grtter,M,SUI,1900,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold,N/A,N/A
Aim Joseph Haegeman,M,BEL,1900,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold,N/A,N/A
Max Otto Hainle,M,GER,1900,Swimming,Swimming Men's 200 metres Team Swimming,Gold,N/A,N/A
Henry North Haslam,M,GBR,1900,Football,Football Men's Football,Gold,N/A,N/A
Henri Alphonse Hazebrouck (Charlet-),M,FRA,1900,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
"Edwin P. ""Ed"" Hedley",M,USA,1900,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
Constantin Henriquez,M,HAI,1900,Rugby,Rugby Men's Rugby,Gold,,
William Henry,M,GBR,1900,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
"Henri Louis Hrouin, Sr.",M,FRA,1900,Archery,"Archery Men's Au Cordon Dore, 50 metres",Gold,N/A,N/A
"Henri Louis Hrouin, Sr.",M,FRA,1900,Archery,Archery Men's Championnat Du Monde,Gold,N/A,N/A
Jean Herv,M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
Ernst Heinrich Hoppenberg,M,GER,1900,Swimming,Swimming Men's 200 metres Backstroke,Gold,N/A,N/A
Ernst Heinrich Hoppenberg,M,GER,1900,Swimming,Swimming Men's 200 metres Team Swimming,Gold,N/A,N/A
Edward Hore,M,GBR,1900,Sailing,Sailing Mixed 3-10 Ton,Gold,N/A,N/A
Frank Washington Jarvis,M,USA,1900,Athletics,Athletics Men's 100 metres,Gold,N/A,N/A
John Arthur Jarvis,M,GBR,1900,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
John Arthur Jarvis,M,GBR,1900,Swimming,"Swimming Men's 1,000 metres Freestyle",Gold,N/A,N/A
John Arthur Jarvis,M,GBR,1900,Swimming,"Swimming Men's 4,000 metres Freestyle",Gold,N/A,N/A
Harry Wyndham Jefferson,M,GBR,1900,Sailing,Sailing Mixed 3-10 Ton,Gold,N/A,N/A
Georges douard Johin,M,FRA,1900,Croquet,Croquet Mixed Doubles,Gold,N/A,N/A
James Henry Jones,M,GBR,1900,Football,Football Men's Football,Gold,N/A,N/A
"James Benner ""Jim"" Juvenal",M,USA,1900,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
Walther Katzenstein,M,GER,1900,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
Foxhall Parker Keene,M,USA,1900,Polo,Polo Men's Polo,Gold,N/A,N/A
Emil Kellenberger,M,SUI,1900,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Gold,N/A,N/A
Emil Kellenberger,M,SUI,1900,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold,N/A,N/A
Peter Kemp,M,GBR,1900,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
Roelof Klein,M,NED,1900,Rowing,Rowing Men's Coxed Pairs,Gold,N/A,N/A
"Alvin Christian ""Al"" Kraenzlein",M,USA,1900,Athletics,Athletics Men's 60 metres,Gold,N/A,N/A
"Alvin Christian ""Al"" Kraenzlein",M,USA,1900,Athletics,Athletics Men's 110 metres Hurdles,Gold,N/A,N/A
"Alvin Christian ""Al"" Kraenzlein",M,USA,1900,Athletics,Athletics Men's 200 metres Hurdles,Gold,N/A,N/A
"Alvin Christian ""Al"" Kraenzlein",M,USA,1900,Athletics,Athletics Men's Long Jump,Gold,N/A,N/A
"Frederick Claude Vivian ""Fred"" Lane",M,AUS,1900,Swimming,Swimming Men's 200 metres Freestyle,Gold,N/A,N/A
"Frederick Claude Vivian ""Fred"" Lane",M,AUS,1900,Swimming,Swimming Men's 200 metres Obstacle Course,Gold,N/A,N/A
Marie Victor Xavier Lardanchet,M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
Jacques le Lavasseur,M,FRA,1900,Sailing,Sailing Mixed 2-3 Ton,Gold,N/A,N/A
Jacques le Lavasseur,M,FRA,1900,Sailing,Sailing Mixed 2-3 Ton,Gold,N/A,N/A
Hubert Jean Daniel Lefbvre,M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
Gustav Lexau,M,GER,1900,Swimming,Swimming Men's 200 metres Team Swimming,Gold,N/A,N/A
Michael Victor Alexander Lindberg,M,NZL,1900,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
Roscoe Conkling Lockwood,M,USA,1900,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
"Maxwell Warburn ""Maxey"" Long",M,USA,1900,Athletics,Athletics Men's 400 metres,Gold,N/A,N/A
Ernst Lhrsen,M,GER,1900,Swimming,Swimming Men's 200 metres Team Swimming,Gold,N/A,N/A
Friedrich Lthi,M,SUI,1900,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Gold,N/A,N/A
Frank Jay Mackey,M,USA,1900,Polo,Polo Men's Polo,Gold,N/A,N/A
Lars Jrgen Madsen,M,DEN,1900,Shooting,"Shooting Men's Free Rifle, Standing, 300 metres",Gold,N/A,N/A
"Edward ""Ed"" Marsh",M,USA,1900,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
Algernon Maudslay,M,GBR,1900,Sailing,Sailing Mixed Open,Gold,N/A,N/A
Algernon Maudslay,M,GBR,1900,Sailing,Sailing Mixed 0.5-1 Ton,Gold,N/A,N/A
Louis Lucien Mrignac,M,FRA,1900,Fencing,"Fencing Men's Foil, Masters, Individual",Gold,N/A,N/A
Eugne Mougin,M,FRA,1900,Archery,"Archery Men's Au Chapelet, 50 metres",Gold,N/A,N/A
Louis Napolon Murat,M,FRA,1900,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,Gold,N/A,N/A
Georges Lambert Casimir Nagelmackers,M,BEL,1900,Equestrianism,Equestrianism Mixed Four-In-Hand Competition,Gold,N/A,N/A
Georg Naue,M,GER,1900,Sailing,Sailing Mixed 1-2 Ton,Gold,N/A,N/A
John Nicholas,M,GBR,1900,Football,Football Men's Football,Gold,N/A,N/A
August Nilsson,M,SWE,1900,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold,N/A,N/A
Joseph Adolphe Thophile Olivier,M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
George Washington F. Orton,M,CAN,1900,Athletics,"Athletics Men's 2,500 metres Steeplechase",Gold,N/A,N/A
Nicolas Achille Paroche,M,FRA,1900,Shooting,"Shooting Men's Free Rifle, Prone, 300 metres",Gold,N/A,N/A
Paul Eugne Clestin Perquer,M,FRA,1900,Sailing,Sailing Mixed 10-20 Ton,Gold,N/A,N/A
Heinrich Peters,M,GER,1900,Sailing,Sailing Mixed 1-2 Ton,Gold,N/A,N/A
Alexandre Emmanuel Pharamond,M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
Alfred James Powlesland,M,GBR,1900,Cricket,Cricket Men's Cricket,Gold,N/A,N/A
Meyer Prinstein,M,USA,1900,Athletics,Athletics Men's Triple Jump,Gold,N/A,N/A
Paul Probst,M,SUI,1900,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Gold,N/A,N/A
"William Francis Patterson ""Bill"" Quash",M,GBR,1900,Football,Football Men's Football,Gold,N/A,N/A
Cecil Quentin,M,GBR,1900,Sailing,Sailing Mixed 20+ Ton,Gold,N/A,N/A
"Alfred ""Toby"" Rawlinson",M,GBR,1900,Polo,Polo Men's Polo,Gold,N/A,N/A
"Franois tienne ""Frantz"" Reichel",M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
Louis Marcel Richardet,M,SUI,1900,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Gold,N/A,N/A
Louis Marcel Richardet,M,SUI,1900,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold,N/A,N/A
"John Thomas ""Jack"" Rimmer",M,GBR,1900,Athletics,"Athletics Men's 4,000 metres Steeplechase",Gold,N/A,N/A
"John Thomas ""Jack"" Rimmer",M,GBR,1900,Athletics,"Athletics Men's 5,000 metres, Team",Gold,N/A,N/A
Andr Flix Rischmann,M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
Sidney John Robinson,M,GBR,1900,Athletics,"Athletics Men's 5,000 metres, Team",Gold,N/A,N/A
Conrad Karl Rderer,M,SUI,1900,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold,N/A,N/A
Conrad Karl Rderer,M,SUI,1900,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Gold,N/A,N/A
Cornelius Louis Andr Roosevelt,M,USA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
"Stanley Rupert ""Stan"" Rowley",M,AUS,1900,Athletics,"Athletics Men's 5,000 metres, Team",Gold,N/A,N/A
mile Sacr,M,FRA,1900,Sailing,Sailing Mixed 0-0.5 Ton,Gold,N/A,N/A
Silvaine Gustave Sandras,M,FRA,1900,Gymnastics,Gymnastics Men's Individual All-Around,Gold,N/A,N/A
Charles Edward Sands,M,USA,1900,Golf,Golf Men's Individual,Gold,N/A,N/A
mile Pierre Sarrade,M,FRA,1900,Rugby,Rugby Men's Rugby,Gold,N/A,N/A
Eugen Stahl Schmidt,M,DEN,1900,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold,N/A,N/A
"Richard ""Dick"" Sheldon",M,USA,1900,Athletics,Athletics Men's Shot Put,Gold,N/A,N/A
Gustaf Fredrik Sderstrm,M,SWE,1900,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold,N/A,N/A
"Frederick George ""Fred"" Spackman",M,GBR,1900,Football,Football Men's Football,Gold,N/A,N/A
Karl Gustaf Vilhelm Staaf (Johansson-),M,SWE,1900,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold,N/A,N/A
Konrad Stheli,M,SUI,1900,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Gold,N/A,N/A
Konrad Stheli,M,SUI,1900,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold,N/A,N/A
Konrad Stheli,M,SUI,1900,Shooting,"Shooting Men's Free Rifle, Kneeling, 300 metres",Gold,N/A,N/A
Frederick Stapleton,M,GBR,1900,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
John Symes,M,GBR,1900,Cricket,Cricket Men's Cricket,Gold,N/A,N/A
Albert Philippe Taillandier,M,FRA,1900,Cycling,Cycling Men's Sprint,Gold,N/A,N/A
J. Howard Taylor,M,GBR,1900,Sailing,Sailing Mixed 3-10 Ton,Gold,N/A,N/A
Walter Beardsley Tewksbury,M,USA,1900,Athletics,Athletics Men's 200 metres,Gold,N/A,N/A
Walter Beardsley Tewksbury,M,USA,1900,Athletics,Athletics Men's 400 metres Hurdles,Gold,N/A,N/A
Michel Johann Thato,M,LUX,1900,Athletics,Athletics Men's Marathon,Gold,N/A,N/A
Oscar Waldemar Tietgens,M,GER,1900,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
Montagu Henry Toller,M,GBR,1900,Cricket,Cricket Men's Cricket,Gold,N/A,N/A
"Giovanni Giorgio ""Giangiorgio"" Trissino",M,ITA,1900,Equestrianism,Equestrianism Mixed High Jump,Gold,N/A,N/A
Richard Rennie Turner,M,GBR,1900,Football,Football Men's Football,Gold,N/A,N/A
Alfred Ernest Tysoe,M,GBR,1900,Athletics,Athletics Men's 800 metres,Gold,N/A,N/A
Alfred Ernest Tysoe,M,GBR,1900,Athletics,"Athletics Men's 5,000 metres, Team",Gold,N/A,N/A
Gerard Theodor Hubert Van Innis,M,BEL,1900,Archery,"Archery Men's Au Chapelet, 33 metres",Gold,N/A,N/A
Gerard Theodor Hubert Van Innis,M,BEL,1900,Archery,"Archery Men's Au Cordon Dore, 33 metres",Gold,N/A,N/A
Constant Octave Van Langhendonck,M,BEL,1900,Equestrianism,Equestrianism Mixed Long Jump,Gold,N/A,N/A
Francisco Villota y Baquiola,M,ESP,1900,Basque Pelota,Basque Pelota Men's Two-Man Teams With Cesta,Gold,N/A,N/A
Chrtien Andr Waydelich,M,FRA,1900,Croquet,"Croquet Mixed Singles, Two Balls",Gold,N/A,N/A
Ottokar Weise,M,GER,1900,Sailing,Sailing Mixed 1-2 Ton,Gold,N/A,N/A
Paul Wiesner,M,GER,1900,Sailing,Sailing Mixed 1-2 Ton,Gold,N/A,N/A
Charles Gustav Wilhelm Winckler,M,DEN,1900,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold,N/A,N/A
"Walter John ""Jack"" Zealley",M,GBR,1900,Football,Football Men's Football,Gold,N/A,N/A
"Louis Grenville ""Lou"" Abell",M,USA,1904,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
Charles Ewing Armstrong,M,USA,1904,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
"Samuel ""Sam"" Berger",M,USA,1904,Boxing,Boxing Men's Heavyweight,Gold,N/A,N/A
Joseph lie Blanchard,M,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Gold,N/A,N/A
Walter Brack,M,GER,1904,Swimming,Swimming Men's 100 Yard Backstroke,Gold,N/A,N/A
"Benjamin Joseph ""Ben"" Bradshaw",M,USA,1904,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,N/A,N/A
David Hey Bratton,M,USA,1904,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
"William Thomas Edmund ""Billy"" Brennagh",M,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Gold,N/A,N/A
George Henry Bretz (-Brett),M,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Gold,N/A,N/A
"George Philip ""Phil"" Bryant",M,USA,1904,Archery,Archery Men's Double American Round,Gold,N/A,N/A
"George Philip ""Phil"" Bryant",M,USA,1904,Archery,Archery Men's Double York Round,Gold,N/A,N/A
"William Lawrie ""Billy"" Burns",M,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Gold,N/A,N/A
George James Cattanach,M,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Gold,N/A,N/A
Otto Lorne Christman,M,CAN,1904,Football,Football Men's Football,Gold,N/A,N/A
George Cloutier,M,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Gold,N/A,N/A
"Alexander ""Sandy"" Cowan",M,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Gold,N/A,N/A
"Frederick ""Fred"" Cresser",M,USA,1904,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
"Edward McClellan ""Ned"" Cummins",M,USA,1904,Golf,Golf Men's Team,Gold,N/A,N/A
